chemical,protein,label
5591,ENSP00000256104,1
135018,ENSP00000292614,0
3559,ENSP00000386069,1
3455,ENSP00000261799,0
1117,ENSP00000464149,1
5282381,ENSP00000217961,0
2968,ENSP00000275493,0
4383,ENSP00000316121,0
108182,ENSP00000344460,0
753,ENSP00000313350,1
440120,ENSP00000290354,0
5281708,ENSP00000312189,0
4543,ENSP00000362401,0
36920,ENSP00000345023,0
2462,ENSP00000417052,0
27991,ENSP00000286648,0
156391,ENSP00000321988,0
4984,ENSP00000373715,0
15897,ENSP00000368766,0
107992,ENSP00000408526,0
3981,ENSP00000316244,1
5936,ENSP00000367934,0
2581,ENSP00000354612,1
446155,ENSP00000241453,0
3035905,ENSP00000217901,0
5281040,ENSP00000381333,0
311,ENSP00000356853,1
4178,ENSP00000301141,0
468595,ENSP00000466799,0
4976,ENSP00000408695,0
5726,ENSP00000409378,0
1117,ENSP00000299855,1
311,ENSP00000343027,1
5726,ENSP00000386541,0
131432,ENSP00000234590,0
2239,ENSP00000297991,0
123878,ENSP00000340278,0
6834,ENSP00000332659,0
2051,ENSP00000061240,0
2978,ENSP00000217901,0
23930,ENSP00000356022,1
36736,ENSP00000245960,0
60857,ENSP00000242375,0
2968,ENSP00000366093,0
132624,ENSP00000381968,0
129211,ENSP00000373169,1
3767,ENSP00000275493,0
6279,ENSP00000206249,1
445154,ENSP00000235521,0
158,ENSP00000351755,1
6726,ENSP00000230048,0
115077,ENSP00000351682,0
6230,ENSP00000268053,0
4495,ENSP00000356438,1
1117,ENSP00000263341,1
753,ENSP00000326806,1
26721,ENSP00000341390,0
5280363,ENSP00000258400,1
5078,ENSP00000335084,0
439260,ENSP00000343204,0
5358,ENSP00000370571,0
15897,ENSP00000366506,0
753,ENSP00000275493,1
4691,ENSP00000312262,1
4543,ENSP00000306662,1
23994,ENSP00000225577,1
1240,ENSP00000361465,0
3016,ENSP00000284440,0
33624,ENSP00000260227,0
60843,ENSP00000371236,1
5770,ENSP00000367959,1
5361092,ENSP00000357838,0
4932,ENSP00000278412,0
5562,ENSP00000226413,0
1287,ENSP00000219070,1
5052,ENSP00000355279,0
5478,ENSP00000436318,0
3016,ENSP00000203407,0
5478883,ENSP00000216410,0
657378,ENSP00000228872,0
2487,ENSP00000232975,0
3165,ENSP00000262948,0
3155,ENSP00000306490,1
4184,ENSP00000265572,1
23994,ENSP00000371554,1
5078,ENSP00000358963,1
774,ENSP00000305372,1
2725,ENSP00000370129,0
5408,ENSP00000325822,1
5361092,ENSP00000261416,0
3285,ENSP00000353224,0
493570,ENSP00000365926,1
107778,ENSP00000305692,0
5202,ENSP00000342560,1
5581,ENSP00000301891,0
5330286,ENSP00000344822,0
5253,ENSP00000343782,1
5894,ENSP00000357204,0
698,ENSP00000293860,0
5775,ENSP00000368766,1
1117,ENSP00000398655,1
3675,ENSP00000282957,0
5056,ENSP00000260682,1
5452,ENSP00000306490,1
126941,ENSP00000364486,0
2561,ENSP00000316786,1
5195,ENSP00000340684,1
22258,ENSP00000289753,0
4205,ENSP00000373674,0
47811,ENSP00000364709,0
4735,ENSP00000358730,0
1117,ENSP00000304697,1
122296,ENSP00000419692,0
564,ENSP00000222390,0
679,ENSP00000308176,1
2585,ENSP00000306662,1
71120,ENSP00000362353,0
4020,ENSP00000307766,0
312,ENSP00000321334,1
4036,ENSP00000218516,0
10133,ENSP00000299565,0
35370,ENSP00000358730,0
3547,ENSP00000255008,0
5452,ENSP00000200676,0
951,ENSP00000336764,1
1117,ENSP00000336762,1
168572,ENSP00000265572,1
119607,ENSP00000354612,1
774,ENSP00000353915,1
1349907,ENSP00000209929,1
2094,ENSP00000010404,0
5566,ENSP00000386069,1
2119,ENSP00000306490,0
5566,ENSP00000417052,1
1440,ENSP00000369530,1
2156,ENSP00000311291,0
4178,ENSP00000377969,0
5381226,ENSP00000272102,0
198792,ENSP00000302967,0
5040,ENSP00000371138,1
596,ENSP00000343190,0
4984,ENSP00000412673,0
1117,ENSP00000335620,1
5462134,ENSP00000269466,0
4768,ENSP00000355930,1
1117,ENSP00000346160,1
2725,ENSP00000358867,0
838,ENSP00000265572,1
191,ENSP00000358511,1
6305,ENSP00000252519,0
667467,ENSP00000256078,0
2913,ENSP00000354859,1
1821,ENSP00000330032,1
24360,ENSP00000253122,0
23994,ENSP00000315212,1
2332,ENSP00000308541,1
5253,ENSP00000355930,0
23994,ENSP00000303634,1
23925,ENSP00000448059,1
4585,ENSP00000381607,0
2169,ENSP00000364475,0
44404987,ENSP00000337332,0
16004692,ENSP00000378359,0
5311080,ENSP00000357461,0
3671,ENSP00000291294,0
5202,ENSP00000359899,1
493570,ENSP00000364289,0
3823,ENSP00000265100,0
41774,ENSP00000284981,0
3973,ENSP00000362608,1
951,ENSP00000359532,1
3009,ENSP00000228476,0
4782,ENSP00000368766,1
6918837,ENSP00000277010,0
3100,ENSP00000372750,1
6918837,ENSP00000231751,0
4932,ENSP00000343027,0
27400,ENSP00000354876,0
679,ENSP00000301776,1
3615,ENSP00000419851,0
1405,ENSP00000363092,0
3143,ENSP00000288139,0
445354,ENSP00000209929,0
4020,ENSP00000396452,0
5726,ENSP00000353920,0
3016,ENSP00000368752,0
312,ENSP00000323071,1
2818,ENSP00000373169,1
63062,ENSP00000373674,0
4419,ENSP00000353820,0
4095,ENSP00000367959,1
753,ENSP00000277120,1
644073,ENSP00000300738,0
702,ENSP00000342070,1
71120,ENSP00000264690,0
3891,ENSP00000369100,0
838,ENSP00000351755,1
3325,ENSP00000307241,0
26644,ENSP00000353165,0
3450,ENSP00000347495,0
36920,ENSP00000407546,0
1893,ENSP00000322898,0
5284595,ENSP00000327251,0
312,ENSP00000378920,1
3372,ENSP00000318868,0
4782,ENSP00000225927,0
4330,ENSP00000352222,0
3016,ENSP00000349687,0
23994,ENSP00000322788,1
5581,ENSP00000343782,1
3343,ENSP00000339960,0
4911,ENSP00000362649,0
108094,ENSP00000325425,0
5581,ENSP00000363676,0
5610,ENSP00000216254,0
60961,ENSP00000303147,1
1148,ENSP00000385571,0
6037,ENSP00000378191,0
1132,ENSP00000384665,0
424,ENSP00000360608,1
13804,ENSP00000335544,0
51577,ENSP00000385834,0
2914,ENSP00000385834,0
4542,ENSP00000354280,0
439260,ENSP00000304414,1
2160,ENSP00000372750,1
446155,ENSP00000373715,0
5311,ENSP00000272190,0
9815499,ENSP00000319984,0
19910,ENSP00000371110,0
679,ENSP00000364709,1
4042,ENSP00000276410,0
3603,ENSP00000384296,0
4536,ENSP00000325120,1
5284627,ENSP00000354347,0
4055,ENSP00000337773,1
2153,ENSP00000340736,0
23931,ENSP00000334052,1
4296,ENSP00000262290,0
4248,ENSP00000339933,0
5202,ENSP00000295589,1
11597571,ENSP00000262848,0
155346,ENSP00000292823,0
104787,ENSP00000369055,0
23994,ENSP00000231948,1
28417,ENSP00000363822,1
4383,ENSP00000364801,0
23930,ENSP00000355599,1
5137129,ENSP00000357067,0
2239,ENSP00000408860,0
996,ENSP00000262554,0
5330286,ENSP00000315013,0
951,ENSP00000349003,1
12560,ENSP00000354387,0
