chemical,protein,label
60648,ENSP00000419628,0
439260,ENSP00000292513,1
4894,ENSP00000379133,0
2790,ENSP00000332116,0
10836,ENSP00000380252,0
5610,ENSP00000369927,0
104973,ENSP00000381607,0
11243969,ENSP00000322617,0
123679,ENSP00000267101,0
3954,ENSP00000303208,0
16078,ENSP00000354822,0
5284603,ENSP00000359151,0
5281004,ENSP00000442050,0
4850,ENSP00000280155,1
9823820,ENSP00000274547,0
214,ENSP00000236671,0
124087,ENSP00000308176,0
6726,ENSP00000322909,0
154575,ENSP00000290866,0
5466,ENSP00000379133,0
123619,ENSP00000356438,1
450,ENSP00000325120,1
12560,ENSP00000373884,0
5360515,ENSP00000367959,1
3405,ENSP00000315602,0
5284604,ENSP00000363092,0
5453,ENSP00000322617,0
753,ENSP00000307235,1
23994,ENSP00000263464,1
4666,ENSP00000376349,0
68570,ENSP00000206249,1
6505803,ENSP00000344220,0
10591,ENSP00000357153,0
753,ENSP00000366005,1
10280735,ENSP00000364709,1
4192,ENSP00000331746,0
3363,ENSP00000363229,0
5360696,ENSP00000270570,0
1220,ENSP00000373169,1
5311067,ENSP00000308583,0
2949,ENSP00000273062,0
4493,ENSP00000263431,0
1220,ENSP00000337949,1
5475158,ENSP00000443459,0
753,ENSP00000011653,1
942,ENSP00000299267,0
5280360,ENSP00000357301,1
445643,ENSP00000363988,0
3241,ENSP00000367102,0
4585,ENSP00000369960,1
4078,ENSP00000326227,0
3372,ENSP00000307766,1
322,ENSP00000357066,0
4736,ENSP00000000233,0
16133831,ENSP00000410076,0
996,ENSP00000376176,1
5677,ENSP00000337746,0
2325,ENSP00000245206,0
644345,ENSP00000333994,0
3325,ENSP00000269033,0
2687,ENSP00000302846,0
5329102,ENSP00000282397,1
65020,ENSP00000234111,1
298,ENSP00000280155,1
10267,ENSP00000269848,1
216235,ENSP00000352584,0
5702160,ENSP00000414334,0
123878,ENSP00000260191,0
710,ENSP00000463999,0
610479,ENSP00000365851,0
876,ENSP00000256999,1
312,ENSP00000363621,1
1117,ENSP00000370129,1
2405,ENSP00000372750,0
2538,ENSP00000342235,0
3962,ENSP00000276651,0
3385,ENSP00000359211,1
4889,ENSP00000262290,0
2249,ENSP00000413074,0
445643,ENSP00000286301,0
999,ENSP00000418447,0
3857,ENSP00000369134,0
2369,ENSP00000352702,0
114683,ENSP00000225275,0
5610,ENSP00000270202,0
2750,ENSP00000308137,0
5533,ENSP00000280155,1
41987,ENSP00000443459,0
5311023,ENSP00000368752,0
439260,ENSP00000351755,1
104787,ENSP00000260227,0
2145,ENSP00000331327,0
134018,ENSP00000407546,0
3915,ENSP00000361125,0
2561,ENSP00000264668,0
2249,ENSP00000360608,0
5359371,ENSP00000168216,0
5282230,ENSP00000279247,0
4992,ENSP00000322706,0
6726,ENSP00000341189,0
4419,ENSP00000450560,0
16134896,ENSP00000270776,0
285,ENSP00000302620,1
564,ENSP00000339260,0
123015,ENSP00000282397,1
104842,ENSP00000361965,0
5095,ENSP00000280155,1
72430,ENSP00000315774,0
312,ENSP00000372088,1
94701,ENSP00000306129,0
28517,ENSP00000277865,0
5582,ENSP00000367408,0
72430,ENSP00000279247,1
3290,ENSP00000367934,0
187,ENSP00000276651,0
42955,ENSP00000269385,0
6291,ENSP00000345774,0
5408,ENSP00000337450,1
443872,ENSP00000322617,0
3463,ENSP00000260682,1
1541,ENSP00000330284,1
5056,ENSP00000212015,1
4534,ENSP00000333982,0
6917908,ENSP00000276373,0
360682,ENSP00000257770,0
5078,ENSP00000322924,1
51550,ENSP00000351908,0
6834,ENSP00000319984,1
126046,ENSP00000353679,1
3877,ENSP00000282096,0
1117,ENSP00000303211,1
39042,ENSP00000368066,0
753,ENSP00000297991,1
5310960,ENSP00000363115,0
1117,ENSP00000301141,1
399618,ENSP00000353731,0
5514,ENSP00000306606,0
9933475,ENSP00000389414,0
757,ENSP00000222330,0
4666,ENSP00000258042,0
60612,ENSP00000274192,0
6279,ENSP00000325120,1
3081361,ENSP00000363397,0
1809,ENSP00000367959,1
864,ENSP00000249396,0
2051,ENSP00000269571,1
38409,ENSP00000447378,0
8230,ENSP00000274545,0
2583,ENSP00000333667,0
644073,ENSP00000353770,0
5056,ENSP00000257770,0
1541,ENSP00000255262,1
4830,ENSP00000354859,1
439260,ENSP00000353483,0
5894,ENSP00000219240,0
191,ENSP00000336630,1
3059,ENSP00000309477,0
4192,ENSP00000270202,0
710,ENSP00000263774,1
4428,ENSP00000366662,0
1971,ENSP00000452780,1
