chemical,protein,label
21855,ENSP00000335261,0
123631,ENSP00000350941,1
3793,ENSP00000001008,0
4189,ENSP00000337915,1
148121,ENSP00000381740,0
4108,ENSP00000317159,0
6433119,ENSP00000292301,0
5095,ENSP00000344460,0
192314,ENSP00000371138,0
281,ENSP00000243911,0
5282280,ENSP00000329684,1
122296,ENSP00000350785,0
3059,ENSP00000273550,0
3891,ENSP00000303709,0
13804,ENSP00000260324,0
3054,ENSP00000257254,0
4168,ENSP00000354859,1
681,ENSP00000339377,1
4666,ENSP00000332887,0
124087,ENSP00000308176,0
5052,ENSP00000218099,0
444,ENSP00000262848,0
4713,ENSP00000369055,0
72172,ENSP00000226299,1
1978,ENSP00000337103,0
2239,ENSP00000263800,0
4926,ENSP00000276373,0
4080,ENSP00000355523,0
2689,ENSP00000316339,0
3042,ENSP00000176183,0
3340,ENSP00000367615,0
2116,ENSP00000356958,0
4913,ENSP00000227507,0
5504,ENSP00000361894,0
5462134,ENSP00000379839,0
1204,ENSP00000315602,1
23977,ENSP00000452780,1
5790,ENSP00000335084,0
4631,ENSP00000419425,0
961,ENSP00000321334,0
4078,ENSP00000248041,0
5056,ENSP00000206249,1
39468,ENSP00000354859,0
314,ENSP00000307235,0
10607,ENSP00000178638,0
222528,ENSP00000370213,0
5268,ENSP00000280155,1
753,ENSP00000337103,1
4168,ENSP00000337335,0
5310960,ENSP00000305372,0
122186,ENSP00000362401,0
25476,ENSP00000367309,0
681,ENSP00000305372,1
208908,ENSP00000264668,0
124886,ENSP00000229416,1
312,ENSP00000312326,1
753,ENSP00000353483,1
126941,ENSP00000275216,0
5610,ENSP00000364697,0
448537,ENSP00000310071,0
31703,ENSP00000276373,0
54797,ENSP00000366233,0
2753,ENSP00000351957,1
5163,ENSP00000379140,0
4425,ENSP00000368552,0
1405,ENSP00000305651,0
16133798,ENSP00000340943,1
3916,ENSP00000296509,0
191,ENSP00000305372,1
312,ENSP00000277480,1
68570,ENSP00000300093,0
131432,ENSP00000303522,0
9782,ENSP00000340820,0
784,ENSP00000318820,1
11556427,ENSP00000227507,0
2726,ENSP00000256906,1
4098,ENSP00000337733,0
439260,ENSP00000354652,1
54746,ENSP00000428426,0
6279,ENSP00000342087,0
449459,ENSP00000395473,0
2145,ENSP00000385571,0
3404,ENSP00000353720,0
312,ENSP00000408526,1
4919,ENSP00000346160,0
3446,ENSP00000360317,0
65076,ENSP00000368438,0
2854,ENSP00000329357,0
54746,ENSP00000309845,0
11556427,ENSP00000315602,0
16132429,ENSP00000217426,0
5282280,ENSP00000330284,1
4713,ENSP00000408526,0
5526,ENSP00000342087,0
3547,ENSP00000241337,0
65856,ENSP00000322991,0
4932,ENSP00000335357,0
16132429,ENSP00000371929,0
8758,ENSP00000322450,0
1204,ENSP00000299847,1
5310985,ENSP00000305974,0
1205,ENSP00000355523,0
60961,ENSP00000353915,1
3241,ENSP00000312262,0
2732,ENSP00000363115,0
753,ENSP00000223366,1
1117,ENSP00000263967,1
51683,ENSP00000378191,0
838,ENSP00000276198,1
114999,ENSP00000307445,1
838,ENSP00000352839,1
2729,ENSP00000302967,0
2430,ENSP00000332887,0
