chemical,protein,label
3054,ENSP00000261523,0
3455,ENSP00000270349,1
5329098,ENSP00000299518,0
6917908,ENSP00000358022,0
5202,ENSP00000350198,1
1130,ENSP00000370938,0
312,ENSP00000241261,1
158,ENSP00000335544,1
2160,ENSP00000316244,1
4635,ENSP00000331912,0
9578572,ENSP00000308541,1
753,ENSP00000376076,1
838,ENSP00000386069,1
1071,ENSP00000225174,0
2512,ENSP00000369100,0
104741,ENSP00000351905,0
3827,ENSP00000364731,0
2550,ENSP00000272190,1
3962,ENSP00000332887,0
5530,ENSP00000383042,1
2726,ENSP00000320709,0
1051,ENSP00000350616,1
446512,ENSP00000263368,0
4811,ENSP00000366244,0
445420,ENSP00000216465,0
147912,ENSP00000354612,0
3911,ENSP00000263182,0
4044,ENSP00000372112,0
2803,ENSP00000260985,0
252716,ENSP00000447378,0
5287844,ENSP00000264818,1
3016,ENSP00000295452,1
564,ENSP00000263800,0
23932,ENSP00000434364,0
5574,ENSP00000362249,0
2995,ENSP00000219833,1
1071,ENSP00000346827,0
1983,ENSP00000412673,0
5287844,ENSP00000346671,1
6918365,ENSP00000324270,0
3100,ENSP00000355086,0
774,ENSP00000368766,1
657378,ENSP00000227507,0
5202,ENSP00000281806,1
2783,ENSP00000306397,0
1614,ENSP00000356037,0
4080,ENSP00000212015,0
5350,ENSP00000277120,0
23994,ENSP00000229794,1
5122,ENSP00000356438,0
60472,ENSP00000290866,1
3177,ENSP00000356438,1
6505803,ENSP00000261799,0
4205,ENSP00000258400,1
7019,ENSP00000396452,0
298,ENSP00000331746,0
104865,ENSP00000230048,0
2247,ENSP00000347689,0
158,ENSP00000267549,1
13342,ENSP00000364252,0
4477,ENSP00000342070,0
2344,ENSP00000318820,0
5538,ENSP00000352900,1
51550,ENSP00000393333,1
996,ENSP00000253004,0
2818,ENSP00000365160,0
681,ENSP00000292303,1
6437850,ENSP00000263621,0
4044,ENSP00000262352,0
3547,ENSP00000347942,0
3007,ENSP00000332812,0
3062,ENSP00000267615,0
3308,ENSP00000356438,1
753,ENSP00000295408,1
3202,ENSP00000292303,0
447700,ENSP00000260447,0
2685,ENSP00000265465,0
5329102,ENSP00000286301,1
3007,ENSP00000280155,1
4184,ENSP00000289753,1
2165,ENSP00000360317,1
114903,ENSP00000280155,0
312,ENSP00000308938,1
2160,ENSP00000219700,0
71739,ENSP00000296861,0
5358,ENSP00000327801,0
3857,ENSP00000293897,0
6040,ENSP00000448165,0
443119,ENSP00000331746,0
2344,ENSP00000360372,0
130731,ENSP00000357066,0
5284595,ENSP00000294973,0
65243,ENSP00000296509,0
97226,ENSP00000363621,0
5381226,ENSP00000385746,0
119058,ENSP00000275605,0
2132,ENSP00000280700,0
9917021,ENSP00000431418,0
1117,ENSP00000448059,1
9878,ENSP00000339740,0
1541,ENSP00000319343,0
838,ENSP00000299766,1
5152,ENSP00000319984,0
2726,ENSP00000000442,0
1117,ENSP00000225831,1
4422,ENSP00000313350,0
439302,ENSP00000364721,0
23994,ENSP00000240327,1
1071,ENSP00000354511,0
3016,ENSP00000274547,1
4980,ENSP00000378699,0
5281888,ENSP00000367959,0
2551,ENSP00000264381,1
2585,ENSP00000265724,1
5475158,ENSP00000260118,0
25197,ENSP00000317842,0
5959,ENSP00000281806,1
1809,ENSP00000276198,1
9800339,ENSP00000370938,0
5202,ENSP00000333821,1
213023,ENSP00000308541,1
9917021,ENSP00000270142,0
643976,ENSP00000219240,1
4547,ENSP00000347689,0
60857,ENSP00000264595,0
312,ENSP00000276431,1
82146,ENSP00000366488,0
4547,ENSP00000258168,0
3394,ENSP00000359976,0
6505803,ENSP00000285949,0
439260,ENSP00000234961,1
3585,ENSP00000319984,1
25201794,ENSP00000235521,0
424,ENSP00000382595,1
4993,ENSP00000322617,0
5401,ENSP00000362353,0
1821,ENSP00000217426,0
6215,ENSP00000364697,0
4020,ENSP00000313432,0
753,ENSP00000396308,1
610479,ENSP00000295408,0
936,ENSP00000368552,1
1893,ENSP00000322898,0
2249,ENSP00000265164,0
1349907,ENSP00000219919,0
710,ENSP00000233627,1
6917908,ENSP00000454071,0
4691,ENSP00000216117,0
838,ENSP00000277942,1
312,ENSP00000355599,1
22258,ENSP00000257290,0
33036,ENSP00000322924,0
2354,ENSP00000354193,1
2913,ENSP00000409378,1
123679,ENSP00000303522,0
753,ENSP00000336528,1
72172,ENSP00000370571,0
951,ENSP00000255008,1
5538,ENSP00000297258,1
5267,ENSP00000363822,1
6089,ENSP00000409378,0
3008,ENSP00000353820,1
312,ENSP00000229277,1
5077,ENSP00000309818,0
23977,ENSP00000362674,1
123679,ENSP00000262848,0
3387,ENSP00000226444,0
5078,ENSP00000332812,0
723,ENSP00000330284,0
5210,ENSP00000332679,0
3386,ENSP00000251849,0
2154,ENSP00000309591,0
20469,ENSP00000361666,0
3715,ENSP00000269385,0
65110,ENSP00000315013,0
25077992,ENSP00000285379,0
667467,ENSP00000373169,1
5420,ENSP00000285949,0
5152,ENSP00000220764,0
1329,ENSP00000262719,0
3202,ENSP00000321999,0
18794,ENSP00000264595,0
444,ENSP00000326806,0
6000,ENSP00000319984,1
100516,ENSP00000217185,0
838,ENSP00000323516,1
3396,ENSP00000316244,1
5280723,ENSP00000305372,1
23994,ENSP00000300900,1
148121,ENSP00000392411,0
2726,ENSP00000409378,1
16132429,ENSP00000351410,0
9849616,ENSP00000237014,0
104787,ENSP00000330237,0
1117,ENSP00000229794,1
23994,ENSP00000314649,1
8230,ENSP00000181383,0
27400,ENSP00000367959,1
3964,ENSP00000337949,1
5074,ENSP00000258400,1
1117,ENSP00000256594,1
1117,ENSP00000409007,1
5324345,ENSP00000234310,0
2160,ENSP00000367959,1
702,ENSP00000265512,1
2499,ENSP00000403852,0
5568,ENSP00000328777,0
5568,ENSP00000354859,1
5475158,ENSP00000351682,0
5523,ENSP00000261707,1
158,ENSP00000307445,1
312,ENSP00000299267,1
11243969,ENSP00000408526,0
9799888,ENSP00000363205,0
23994,ENSP00000262306,1
191,ENSP00000243911,1
5311081,ENSP00000265572,1
23994,ENSP00000340330,1
3285,ENSP00000353452,0
945,ENSP00000419851,0
643976,ENSP00000355046,1
41376,ENSP00000256906,1
5556,ENSP00000301974,1
23994,ENSP00000337733,1
18830,ENSP00000366797,0
26721,ENSP00000217185,0
3715,ENSP00000263126,1
57242,ENSP00000305974,0
4488,ENSP00000261755,0
19143,ENSP00000333568,0
3547,ENSP00000317985,1
4691,ENSP00000353820,1
4917,ENSP00000216330,0
441071,ENSP00000332887,0
6215,ENSP00000358022,0
644345,ENSP00000295256,0
4112,ENSP00000315644,1
16133798,ENSP00000340943,1
214,ENSP00000377865,0
4430,ENSP00000363512,0
444008,ENSP00000339503,0
26879,ENSP00000367959,0
4691,ENSP00000421725,0
171548,ENSP00000370938,0
27991,ENSP00000338072,1
4440,ENSP00000345774,0
5959,ENSP00000363431,1
3238,ENSP00000264690,0
5462501,ENSP00000360608,0
134780,ENSP00000232219,0
5472,ENSP00000324648,1
312,ENSP00000309504,1
5504,ENSP00000359991,0
5202,ENSP00000299766,1
94701,ENSP00000402084,0
160355,ENSP00000360968,0
5480230,ENSP00000234961,1
2726,ENSP00000280155,1
656772,ENSP00000360406,0
1355,ENSP00000000233,0
2551,ENSP00000269033,0
65019,ENSP00000393312,0
3310,ENSP00000369134,0
6000,ENSP00000365926,0
3998,ENSP00000328835,0
43815,ENSP00000392859,0
49836058,ENSP00000308622,0
936,ENSP00000302898,0
3385,ENSP00000434364,0
4168,ENSP00000293761,0
4742,ENSP00000225371,0
2119,ENSP00000280551,0
107640,ENSP00000337746,0
16135499,ENSP00000357838,0
9917021,ENSP00000309504,0
2156,ENSP00000367545,0
5544,ENSP00000294973,0
51550,ENSP00000353770,0
5073,ENSP00000369960,1
1615,ENSP00000353820,1
47318,ENSP00000324124,0
2449,ENSP00000270202,0
59768,ENSP00000306490,0
3325,ENSP00000381333,0
5282280,ENSP00000386884,1
934,ENSP00000363812,1
9933475,ENSP00000337825,1
3339,ENSP00000428426,0
431328,ENSP00000301729,0
198792,ENSP00000337332,0
2216,ENSP00000219833,0
2165,ENSP00000343190,0
