chemical,protein,label
2333,ENSP00000366797,1
2462,ENSP00000262290,0
4595,ENSP00000251588,0
3961,ENSP00000216911,0
2968,ENSP00000303575,0
5991,ENSP00000307766,0
3034010,ENSP00000340330,0
5210,ENSP00000338018,0
65110,ENSP00000304782,0
2083,ENSP00000372750,0
3008,ENSP00000219833,1
100516,ENSP00000396308,1
5281969,ENSP00000418287,0
5280360,ENSP00000217270,1
439260,ENSP00000272928,1
431328,ENSP00000345771,0
71616,ENSP00000356480,0
4159,ENSP00000231509,1
5588,ENSP00000264613,0
72438,ENSP00000260191,0
2132,ENSP00000357204,0
5378,ENSP00000301178,0
774,ENSP00000358963,1
18794,ENSP00000265734,0
5202,ENSP00000234961,1
4306515,ENSP00000322716,0
753,ENSP00000219919,1
5360696,ENSP00000270142,0
4735,ENSP00000264316,0
1117,ENSP00000353165,1
1979,ENSP00000277120,0
20469,ENSP00000344829,0
1548952,ENSP00000211122,0
3143,ENSP00000312735,0
5311018,ENSP00000356480,0
16197727,ENSP00000299267,0
1065,ENSP00000261416,0
5284603,ENSP00000386456,0
4885,ENSP00000316244,1
4369359,ENSP00000280362,0
50599,ENSP00000272298,0
57379345,ENSP00000263800,0
151165,ENSP00000377948,0
5568,ENSP00000358414,0
60787,ENSP00000272298,0
1117,ENSP00000267163,1
122296,ENSP00000352835,0
6468,ENSP00000363822,0
122024,ENSP00000263621,1
3973,ENSP00000276390,0
4900,ENSP00000337746,0
65110,ENSP00000291565,0
108182,ENSP00000347754,1
2726,ENSP00000369927,0
5588,ENSP00000302227,0
3202,ENSP00000332816,0
4599,ENSP00000216862,0
4629,ENSP00000292823,0
1355,ENSP00000276431,0
51634,ENSP00000299855,0
7370,ENSP00000328777,0
5593,ENSP00000264613,0
5251896,ENSP00000250018,0
216239,ENSP00000286301,1
311,ENSP00000301141,0
3165,ENSP00000217244,1
4159,ENSP00000320247,0
5283454,ENSP00000306866,0
4178,ENSP00000377969,0
1071,ENSP00000352222,0
23994,ENSP00000318912,1
5677,ENSP00000365926,0
1979,ENSP00000255380,1
3086671,ENSP00000219479,0
191,ENSP00000299727,1
401133,ENSP00000418603,0
14985,ENSP00000268097,0
6291,ENSP00000296509,0
5281888,ENSP00000362401,1
2790,ENSP00000256906,1
5726,ENSP00000254958,0
3086685,ENSP00000241453,1
5281037,ENSP00000261267,0
5281969,ENSP00000328777,0
4080,ENSP00000312262,0
3404,ENSP00000264818,0
3155,ENSP00000409378,1
445643,ENSP00000378306,1
298,ENSP00000386069,1
130214,ENSP00000236671,0
64715,ENSP00000367848,0
2914,ENSP00000262554,0
681,ENSP00000249016,1
3285,ENSP00000414019,0
753,ENSP00000265016,1
178013,ENSP00000377947,0
60857,ENSP00000234111,0
876,ENSP00000305302,1
3337,ENSP00000306490,1
124886,ENSP00000431049,1
5538,ENSP00000360519,1
5282054,ENSP00000280701,1
5582,ENSP00000396308,1
6013,ENSP00000326806,0
3086686,ENSP00000455607,1
39468,ENSP00000234111,0
5991,ENSP00000299855,0
5991,ENSP00000370571,0
468595,ENSP00000241261,0
1132,ENSP00000359151,1
16129679,ENSP00000356920,0
753,ENSP00000385638,1
108182,ENSP00000362115,0
6040,ENSP00000247207,0
3325,ENSP00000381333,0
18830,ENSP00000303211,0
4980,ENSP00000356853,0
5311,ENSP00000362674,1
5360515,ENSP00000417214,0
5280346,ENSP00000334145,0
5726,ENSP00000347689,0
6437849,ENSP00000348944,0
1117,ENSP00000361642,1
5329099,ENSP00000393312,1
3158,ENSP00000334052,0
60842,ENSP00000378288,0
44093,ENSP00000386069,0
5588,ENSP00000301891,0
4196,ENSP00000260191,0
392622,ENSP00000354532,0
3826,ENSP00000306129,0
23994,ENSP00000381607,1
5280360,ENSP00000272928,1
657378,ENSP00000378295,0
71307,ENSP00000341658,0
5280346,ENSP00000366156,0
4991,ENSP00000329093,0
3954,ENSP00000260227,0
187,ENSP00000436318,0
11707110,ENSP00000309477,0
23994,ENSP00000337733,1
3911,ENSP00000344220,0
23994,ENSP00000223095,1
5149020,ENSP00000419692,0
213043,ENSP00000340609,0
4261,ENSP00000383042,0
5288209,ENSP00000266682,0
23994,ENSP00000370571,1
4830,ENSP00000234590,0
124886,ENSP00000369100,1
2160,ENSP00000255380,1
774,ENSP00000292303,1
5478883,ENSP00000394624,0
710,ENSP00000362674,0
5311081,ENSP00000234961,1
5408,ENSP00000412673,0
4078,ENSP00000305714,0
1071,ENSP00000237014,1
5485199,ENSP00000270202,0
5486,ENSP00000262407,1
753,ENSP00000309845,1
5076,ENSP00000226299,0
5562,ENSP00000302967,1
5480230,ENSP00000265729,0
1220,ENSP00000258400,1
16132139,ENSP00000221742,0
2580,ENSP00000344829,0
681,ENSP00000363596,1
5268,ENSP00000299518,0
753,ENSP00000340736,1
3440,ENSP00000329374,1
314,ENSP00000320247,0
57242,ENSP00000251849,0
3648,ENSP00000265593,0
3165,ENSP00000308549,0
2462,ENSP00000375892,0
338,ENSP00000229447,0
5593,ENSP00000319984,1
5378,ENSP00000309504,0
68740,ENSP00000292513,0
934,ENSP00000306866,1
314,ENSP00000346577,1
710,ENSP00000355206,1
311,ENSP00000446743,1
72968,ENSP00000381607,0
4828,ENSP00000409378,0
5677,ENSP00000310721,0
5029,ENSP00000273062,1
72271,ENSP00000321821,0
9803852,ENSP00000417214,0
16078,ENSP00000374219,0
5202,ENSP00000358730,1
745,ENSP00000345023,1
60857,ENSP00000316244,1
4205,ENSP00000372654,0
23930,ENSP00000216714,1
57363,ENSP00000299855,0
753,ENSP00000421725,1
4428,ENSP00000267615,0
681,ENSP00000280155,1
4885,ENSP00000384400,0
1349907,ENSP00000337761,0
5076,ENSP00000308750,0
5280363,ENSP00000349003,1
6437850,ENSP00000357301,0
3793,ENSP00000216862,1
1065,ENSP00000363512,0
753,ENSP00000353731,1
3410,ENSP00000250559,0
2725,ENSP00000394624,0
4917,ENSP00000369100,0
4691,ENSP00000302486,0
23994,ENSP00000295400,1
20469,ENSP00000296861,0
5073,ENSP00000369960,1
2215,ENSP00000358963,1
4296,ENSP00000363832,0
681,ENSP00000307766,1
5281881,ENSP00000261669,0
4630,ENSP00000296474,0
6450551,ENSP00000463999,1
3339,ENSP00000261208,0
1117,ENSP00000321334,1
158,ENSP00000366506,1
178013,ENSP00000352702,0
19910,ENSP00000342070,1
19,ENSP00000357461,0
3086686,ENSP00000262948,1
74989,ENSP00000326219,0
114903,ENSP00000376349,0
753,ENSP00000464149,1
3086686,ENSP00000346148,1
65243,ENSP00000366416,0
3168,ENSP00000360541,0
119,ENSP00000359353,1
5578,ENSP00000447149,0
3598,ENSP00000381412,0
392622,ENSP00000332887,0
667467,ENSP00000231509,0
1117,ENSP00000211122,1
3363,ENSP00000339933,0
25077992,ENSP00000363512,0
1089,ENSP00000263980,0
5743,ENSP00000361965,0
155346,ENSP00000263182,0
43815,ENSP00000345023,0
1775,ENSP00000318912,0
68613,ENSP00000337746,0
54671203,ENSP00000358903,0
104865,ENSP00000315011,1
753,ENSP00000336528,1
1798,ENSP00000309818,0
5287969,ENSP00000403852,0
439260,ENSP00000309818,1
3177,ENSP00000317721,0
4735,ENSP00000287022,0
2732,ENSP00000205402,0
5426,ENSP00000301645,0
387316,ENSP00000441600,0
2267,ENSP00000303424,0
4296,ENSP00000271450,0
2247,ENSP00000365773,0
2170,ENSP00000219833,1
3220,ENSP00000367102,0
5282381,ENSP00000331736,0
40841,ENSP00000347979,0
5865,ENSP00000408695,0
2914,ENSP00000324124,0
5360515,ENSP00000386029,0
65889,ENSP00000356094,0
191,ENSP00000358963,1
3377,ENSP00000265715,0
124886,ENSP00000441600,0
26721,ENSP00000341390,0
5314,ENSP00000343027,0
