chemical,protein,label
667490,ENSP00000354687,0
5202,ENSP00000296140,1
5281708,ENSP00000361151,0
3559,ENSP00000376177,0
60961,ENSP00000304414,1
1440,ENSP00000306397,0
3615,ENSP00000320709,0
2769,ENSP00000367959,1
5453,ENSP00000288699,0
5593,ENSP00000353820,0
5408,ENSP00000321821,1
9395,ENSP00000264498,0
1117,ENSP00000362249,1
10635,ENSP00000337825,0
5280360,ENSP00000338072,1
4829,ENSP00000361141,0
187,ENSP00000261007,1
3603,ENSP00000409378,1
1117,ENSP00000260985,1
57242,ENSP00000373169,1
8646,ENSP00000298472,0
312,ENSP00000464149,1
2369,ENSP00000269305,0
23991,ENSP00000299766,0
679,ENSP00000297258,1
1349907,ENSP00000236671,0
3295,ENSP00000363205,0
3290,ENSP00000298171,0
3043,ENSP00000358223,0
2215,ENSP00000373169,1
65020,ENSP00000377954,0
53232,ENSP00000265724,1
4993,ENSP00000373169,0
5074,ENSP00000287907,1
3671,ENSP00000314441,0
16960,ENSP00000353915,0
3016,ENSP00000363046,0
23994,ENSP00000370254,1
951,ENSP00000373169,1
1809,ENSP00000319984,0
5073,ENSP00000357651,0
4184,ENSP00000320147,0
92730,ENSP00000260682,0
6337614,ENSP00000296412,0
114683,ENSP00000225275,0
57379345,ENSP00000331111,0
5350,ENSP00000318585,0
890,ENSP00000385834,0
936,ENSP00000226279,1
6013,ENSP00000301141,1
3158,ENSP00000276198,1
49836058,ENSP00000260116,0
445420,ENSP00000371110,0
9966051,ENSP00000263431,0
2170,ENSP00000247970,0
60961,ENSP00000243911,1
3032,ENSP00000363216,0
5073,ENSP00000176183,1
5268,ENSP00000258400,1
71246,ENSP00000248437,0
2534,ENSP00000335084,1
4011,ENSP00000309741,0
60490,ENSP00000430432,0
1219,ENSP00000263341,0
5311037,ENSP00000360687,0
208908,ENSP00000342235,1
443119,ENSP00000299855,0
119,ENSP00000223129,0
5281969,ENSP00000243167,1
4908,ENSP00000321845,0
130214,ENSP00000345774,0
3602,ENSP00000292303,0
5282280,ENSP00000349003,1
177236,ENSP00000288135,0
10096344,ENSP00000306561,0
4908,ENSP00000398655,0
6834,ENSP00000332659,0
3964,ENSP00000289753,1
26757,ENSP00000367309,1
3337,ENSP00000216254,0
41774,ENSP00000264382,1
1117,ENSP00000332816,1
2548,ENSP00000384490,0
2854,ENSP00000221801,0
961,ENSP00000263621,0
4178,ENSP00000378408,0
6422124,ENSP00000386069,1
2449,ENSP00000333534,0
753,ENSP00000225577,1
3059,ENSP00000384490,0
753,ENSP00000307900,1
5959,ENSP00000272928,1
934,ENSP00000411593,0
441300,ENSP00000452780,1
2833,ENSP00000323811,0
1548943,ENSP00000262352,0
23994,ENSP00000284981,1
4917,ENSP00000216330,0
3915,ENSP00000361125,0
11626560,ENSP00000216484,0
40841,ENSP00000344456,0
4178,ENSP00000263753,0
5757,ENSP00000354961,0
3973,ENSP00000262848,0
34521,ENSP00000230048,0
23994,ENSP00000314649,1
