chemical,protein,label
4742,ENSP00000318912,0
5287969,ENSP00000368104,0
864,ENSP00000215980,0
5152,ENSP00000220764,0
5202,ENSP00000330284,1
5691,ENSP00000350425,0
191,ENSP00000302846,1
3684,ENSP00000278379,0
5287844,ENSP00000265734,1
3676,ENSP00000295897,1
3547,ENSP00000302486,0
124087,ENSP00000451605,0
123885,ENSP00000347689,0
1615,ENSP00000384273,0
23925,ENSP00000353770,1
2215,ENSP00000276198,1
108094,ENSP00000229239,0
50287,ENSP00000354511,0
4595,ENSP00000347754,1
5865,ENSP00000296140,0
51577,ENSP00000385834,0
3386,ENSP00000362401,0
108182,ENSP00000370989,0
444008,ENSP00000377311,0
3198,ENSP00000256906,0
5095,ENSP00000339740,0
3973,ENSP00000232975,0
54369,ENSP00000265512,0
5994,ENSP00000337915,1
667467,ENSP00000341390,0
68848,ENSP00000258400,1
2196,ENSP00000264426,1
16157882,ENSP00000254958,0
439260,ENSP00000303686,1
3547,ENSP00000361275,0
51577,ENSP00000305692,1
860,ENSP00000338072,0
2771,ENSP00000266560,0
4296,ENSP00000216465,0
1224,ENSP00000334052,0
54562,ENSP00000324648,0
951,ENSP00000369643,1
2913,ENSP00000301729,0
1893,ENSP00000357461,0
158795,ENSP00000252029,0
1253,ENSP00000355866,0
200,ENSP00000249041,0
360682,ENSP00000381412,0
5012,ENSP00000358770,0
838,ENSP00000351755,1
444,ENSP00000270349,1
6279,ENSP00000299267,0
9642,ENSP00000269033,0
942,ENSP00000261751,1
3585,ENSP00000265689,1
4828,ENSP00000358301,1
2369,ENSP00000364721,0
11597571,ENSP00000319730,0
13342,ENSP00000353731,0
4380,ENSP00000373700,0
2801,ENSP00000276198,1
1148,ENSP00000330032,0
3973,ENSP00000419782,0
1893,ENSP00000327251,1
312,ENSP00000263025,1
2051,ENSP00000269571,1
216235,ENSP00000304501,0
3891,ENSP00000343204,0
15602694,ENSP00000251849,0
3165,ENSP00000279488,0
5039,ENSP00000379680,0
23991,ENSP00000385571,0
774,ENSP00000394624,1
5076,ENSP00000308750,0
123696,ENSP00000379140,0
3100,ENSP00000318355,0
9651,ENSP00000264318,0
16960,ENSP00000305372,0
657378,ENSP00000356920,0
49836058,ENSP00000384665,0
4095,ENSP00000336764,1
4534,ENSP00000363512,1
3827,ENSP00000297988,0
996,ENSP00000306920,0
5284594,ENSP00000265572,1
3391,ENSP00000359719,0
2801,ENSP00000361151,0
4011,ENSP00000428982,0
1287,ENSP00000419851,0
3372,ENSP00000367959,1
60857,ENSP00000357067,0
60852,ENSP00000360372,0
5770,ENSP00000373169,1
838,ENSP00000368766,1
1224,ENSP00000373169,1
9800339,ENSP00000341117,0
15602694,ENSP00000331746,0
311,ENSP00000331201,1
10133,ENSP00000447149,1
5268,ENSP00000217133,0
54746,ENSP00000368766,1
5163,ENSP00000242375,0
2818,ENSP00000297785,0
4488,ENSP00000358814,0
753,ENSP00000464149,1
311,ENSP00000267085,0
5578,ENSP00000396308,1
723,ENSP00000322716,0
5281888,ENSP00000334592,0
158,ENSP00000358783,1
5280360,ENSP00000305372,1
1117,ENSP00000284440,1
9642,ENSP00000320147,0
753,ENSP00000270139,1
2344,ENSP00000306397,0
5329102,ENSP00000419782,1
3405,ENSP00000372023,0
107807,ENSP00000290866,1
2216,ENSP00000295087,0
3494,ENSP00000348944,0
4917,ENSP00000254066,0
60919,ENSP00000273430,1
3915,ENSP00000264193,0
5478883,ENSP00000362649,0
5771,ENSP00000328777,0
753,ENSP00000357835,1
3916,ENSP00000316854,0
3007,ENSP00000362463,0
5761,ENSP00000289753,1
3337,ENSP00000369960,1
5578,ENSP00000001008,0
8646,ENSP00000308938,0
108220,ENSP00000369100,0
84029,ENSP00000265724,1
2662,ENSP00000260682,1
2708,ENSP00000381607,1
119380,ENSP00000319343,0
5330286,ENSP00000342235,0
6438355,ENSP00000220584,1
3750,ENSP00000354280,0
593,ENSP00000384296,0
753,ENSP00000310928,1
5408,ENSP00000353820,1
4932,ENSP00000343027,0
838,ENSP00000226413,1
5090,ENSP00000354612,1
123878,ENSP00000291565,0
60961,ENSP00000217426,1
2119,ENSP00000372023,0
610,ENSP00000315011,0
252716,ENSP00000222673,0
838,ENSP00000335544,1
2156,ENSP00000357873,0
4788,ENSP00000316854,0
60961,ENSP00000318077,1
158,ENSP00000357301,1
10591,ENSP00000344456,0
2538,ENSP00000363812,0
16132429,ENSP00000389948,0
440120,ENSP00000269385,1
564,ENSP00000264047,0
23930,ENSP00000369055,1
4830,ENSP00000258400,1
439260,ENSP00000281806,1
65110,ENSP00000304782,0
2512,ENSP00000254488,0
51683,ENSP00000344822,0
6918837,ENSP00000319730,0
4630,ENSP00000216484,0
424,ENSP00000355086,1
